row_id,section,page_slug,provider_or_product,source_url,metric_key,metric_label,metric_value_text,value_numeric,value_min,value_max,unit,tier,source_type,verification_date,is_headline,confidence,figure_status,notes
quotezone-motorbike-insurance-review__cost-to-you,Motorbike Insurance,quotezone-motorbike-insurance-review,Quotezone.co.uk Motorbike Insurance,https://compare100.com/quotezone-motorbike-insurance-review/,,Cost to you,"Nothing. Providers pay Seopa a flat fee, a commission, or both",,,,,,own_review,2026-08-18,false,high,current,
quotezone-motorbike-insurance-review__cover-levels,Motorbike Insurance,quotezone-motorbike-insurance-review,Quotezone.co.uk Motorbike Insurance,https://compare100.com/quotezone-motorbike-insurance-review/,,Cover levels,"Third party only, third party fire and theft, comprehensive",,,,,,own_review,2026-08-18,false,high,current,
quotezone-motorbike-insurance-review__fca-firm-reference,Motorbike Insurance,quotezone-motorbike-insurance-review,Quotezone.co.uk Motorbike Insurance,https://compare100.com/quotezone-motorbike-insurance-review/,,FCA firm reference,313860 — non-investment insurance intermediary with credit broking permission,313860,,,,,own_review,2026-08-18,false,high,current,
quotezone-motorbike-insurance-review__ico-registration,Motorbike Insurance,quotezone-motorbike-insurance-review,Quotezone.co.uk Motorbike Insurance,https://compare100.com/quotezone-motorbike-insurance-review/,,ICO registration,"Z8733752, as data controller",8733752,,,,,own_review,2026-08-18,false,high,current,
quotezone-motorbike-insurance-review__machines-quoted,Motorbike Insurance,quotezone-motorbike-insurance-review,Quotezone.co.uk Motorbike Insurance,https://compare100.com/quotezone-motorbike-insurance-review/,,Machines quoted,Motorcycles · mopeds · scooters · 50cc and 125cc · quads · classics,,,,,,own_review,2026-08-18,false,high,current,
quotezone-motorbike-insurance-review__price-marker,Motorbike Insurance,quotezone-motorbike-insurance-review,Quotezone.co.uk Motorbike Insurance,https://compare100.com/quotezone-motorbike-insurance-review/,,Price marker,£256.34 — 51% of May 2026 quotes came in below it,,,,,,own_review,2026-08-18,false,high,current,
quotezone-motorbike-insurance-review__run-by,Motorbike Insurance,quotezone-motorbike-insurance-review,Quotezone.co.uk Motorbike Insurance,https://compare100.com/quotezone-motorbike-insurance-review/,,Run by,"Seopa Limited, Floor 4 Blackstaff Studios, 8-10 Amelia Street, Belfast BT2 7GS · company NI046322",,,,,,own_review,2026-08-18,false,high,current,
quotezone-motorbike-insurance-review__what-it-is,Motorbike Insurance,quotezone-motorbike-insurance-review,Quotezone.co.uk Motorbike Insurance,https://compare100.com/quotezone-motorbike-insurance-review/,,What it is,"A quote comparison and introduction service — not an insurer, and not an adviser",,,,,,own_review,2026-08-18,false,high,current,
the-aa-europa-bike-insurance-review__claims-line,Motorbike Insurance,the-aa-europa-bike-insurance-review,AA Motorbike Insurance (Europa Bike) Review,https://compare100.com/the-aa-europa-bike-insurance-review/,,Claims line,"0344 335 2934, 24 hours",,,,,,own_review,2026-08-29,false,high,current,
the-aa-europa-bike-insurance-review__complaints-upheld-jan-jun-2026,Motorbike Insurance,the-aa-europa-bike-insurance-review,AA Motorbike Insurance (Europa Bike) Review,https://compare100.com/the-aa-europa-bike-insurance-review/,,"Complaints upheld, Jan–Jun 2026",44% of 209 closed,,,,,,own_review,2026-08-29,false,high,current,
the-aa-europa-bike-insurance-review__cover-abroad,Motorbike Insurance,the-aa-europa-bike-insurance-review,AA Motorbike Insurance (Europa Bike) Review,https://compare100.com/the-aa-europa-bike-insurance-review/,,Cover abroad,"30 days per trip, 90 days per year",,,,,,own_review,2026-08-29,false,high,current,
the-aa-europa-bike-insurance-review__cover-levels,Motorbike Insurance,the-aa-europa-bike-insurance-review,AA Motorbike Insurance (Europa Bike) Review,https://compare100.com/the-aa-europa-bike-insurance-review/,,Cover levels,"Comprehensive, TPFT, third party only, laid up",,,,,,own_review,2026-08-29,false,high,current,
the-aa-europa-bike-insurance-review__fca-firm-reference,Motorbike Insurance,the-aa-europa-bike-insurance-review,AA Motorbike Insurance (Europa Bike) Review,https://compare100.com/the-aa-europa-bike-insurance-review/,,FCA firm reference,309794,309794,,,,,own_review,2026-08-29,false,high,current,
the-aa-europa-bike-insurance-review__incorporated,Motorbike Insurance,the-aa-europa-bike-insurance-review,AA Motorbike Insurance (Europa Bike) Review,https://compare100.com/the-aa-europa-bike-insurance-review/,,Incorporated,"15 November 1996, as Motor Cycle Direct Insurance Services Ltd",,,,,,own_review,2026-08-29,false,high,current,
the-aa-europa-bike-insurance-review__insurer-panel,Motorbike Insurance,the-aa-europa-bike-insurance-review,AA Motorbike Insurance (Europa Bike) Review,https://compare100.com/the-aa-europa-bike-insurance-review/,,Insurer panel,"Highway, Aviva, Tradex, Ageas, AXA",,,,,,own_review,2026-08-29,false,high,current,
the-aa-europa-bike-insurance-review__legal-entity,Motorbike Insurance,the-aa-europa-bike-insurance-review,AA Motorbike Insurance (Europa Bike) Review,https://compare100.com/the-aa-europa-bike-insurance-review/,,Legal entity,"Europa Group Limited, company no. 03279177",03279177,,,,,own_review,2026-08-29,false,high,current,
the-aa-europa-bike-insurance-review__renewal-fee,Motorbike Insurance,the-aa-europa-bike-insurance-review,AA Motorbike Insurance (Europa Bike) Review,https://compare100.com/the-aa-europa-bike-insurance-review/,,Renewal fee,up to £75,75,,,GBP,,own_review,2026-08-29,false,high,current,
the-aa-europa-bike-insurance-review__third-party-property-limit,Motorbike Insurance,the-aa-europa-bike-insurance-review,AA Motorbike Insurance (Europa Bike) Review,https://compare100.com/the-aa-europa-bike-insurance-review/,,Third-party property limit,"£20,000,000",20000000,,,GBP,,own_review,2026-08-29,false,high,current,
wicked-quotes-motorbike-insurance-review__broker-fee,Motorbike Insurance,wicked-quotes-motorbike-insurance-review,Wicked Quotes Motorbike Insurance Review,https://compare100.com/wicked-quotes-motorbike-insurance-review/,,Broker fee,Up to £150 to set up or renew on selected products,150,,,GBP,,own_review,2026-08-31,false,high,current,
wicked-quotes-motorbike-insurance-review__cover-levels,Motorbike Insurance,wicked-quotes-motorbike-insurance-review,Wicked Quotes Motorbike Insurance Review,https://compare100.com/wicked-quotes-motorbike-insurance-review/,,Cover levels,"Third party only, third party fire and theft, comprehensive",,,,,,own_review,2026-08-31,false,high,current,
wicked-quotes-motorbike-insurance-review__fca-firm-reference,Motorbike Insurance,wicked-quotes-motorbike-insurance-review,Wicked Quotes Motorbike Insurance Review,https://compare100.com/wicked-quotes-motorbike-insurance-review/,,FCA firm reference,307931,307931,,,,,own_review,2026-08-31,false,high,current,
wicked-quotes-motorbike-insurance-review__foreign-use,Motorbike Insurance,wicked-quotes-motorbike-insurance-review,Wicked Quotes Motorbike Insurance Review,https://compare100.com/wicked-quotes-motorbike-insurance-review/,,Foreign use,"Up to 30 days per trip, 90 days a year, 31 European countries",,,,,,own_review,2026-08-31,false,high,current,
wicked-quotes-motorbike-insurance-review__insurers-named,Motorbike Insurance,wicked-quotes-motorbike-insurance-review,Wicked Quotes Motorbike Insurance Review,https://compare100.com/wicked-quotes-motorbike-insurance-review/,,Insurers named,"Aviva, AXA and Markerstudy; two older schemes in run-off",,,,,,own_review,2026-08-31,false,high,current,
wicked-quotes-motorbike-insurance-review__mid-term-change,Motorbike Insurance,wicked-quotes-motorbike-insurance-review,Wicked Quotes Motorbike Insurance Review,https://compare100.com/wicked-quotes-motorbike-insurance-review/,,Mid-term change,£50 per adjustment; £50 to cancel; £5 for duplicate documents,,,,,,own_review,2026-08-31,false,high,current,
wicked-quotes-motorbike-insurance-review__sales-line,Motorbike Insurance,wicked-quotes-motorbike-insurance-review,Wicked Quotes Motorbike Insurance Review,https://compare100.com/wicked-quotes-motorbike-insurance-review/,,Sales line,0344 8800 962 (claims 0344 8800 967),,,,,,own_review,2026-08-31,false,high,current,
wicked-quotes-motorbike-insurance-review__third-party-property-limit,Motorbike Insurance,wicked-quotes-motorbike-insurance-review,Wicked Quotes Motorbike Insurance Review,https://compare100.com/wicked-quotes-motorbike-insurance-review/,,Third party property limit,"£20,000,000 per occurrence",20000000,,,GBP,,own_review,2026-08-31,false,high,current,
wicked-quotes-motorbike-insurance-review__trading-name-of,Motorbike Insurance,wicked-quotes-motorbike-insurance-review,Wicked Quotes Motorbike Insurance Review,https://compare100.com/wicked-quotes-motorbike-insurance-review/,,Trading name of,Novitas Underwriting Agency Limited (company 03106533),03106533,,,,,own_review,2026-08-31,false,high,current,
wicked-quotes-motorbike-insurance-review__trading-since,Motorbike Insurance,wicked-quotes-motorbike-insurance-review,Wicked Quotes Motorbike Insurance Review,https://compare100.com/wicked-quotes-motorbike-insurance-review/,,Trading since,1996 as Novitas; the Wicked Quotes brand for 15+ years,,,,,,own_review,2026-08-31,false,high,current,
carphone-warehouse-new-phone-contract-deals__airtime-seller-id-deals,New Phone Contract,carphone-warehouse-new-phone-contract-deals,Carphone Warehouse New Phone Contract Deals: The Real 24-Month Cost,https://compare100.com/carphone-warehouse-new-phone-contract-deals/,,Airtime seller (iD deals),"Currys Group Limited, Currys Newark Campus, Newark NG24 2NH",,,,,,own_review,2026-09-04,false,high,current,
carphone-warehouse-new-phone-contract-deals__cheapest-pay-monthly-deal,New Phone Contract,carphone-warehouse-new-phone-contract-deals,Carphone Warehouse New Phone Contract Deals: The Real 24-Month Cost,https://compare100.com/carphone-warehouse-new-phone-contract-deals/,,Cheapest pay monthly deal,"£11.99 a month, £5.00 up front (Samsung Galaxy A16 4G)",,,,,,own_review,2026-09-04,false,high,current,
carphone-warehouse-new-phone-contract-deals__dispute-scheme,New Phone Contract,carphone-warehouse-new-phone-contract-deals,Carphone Warehouse New Phone Contract Deals: The Real 24-Month Cost,https://compare100.com/carphone-warehouse-new-phone-contract-deals/,,Dispute scheme,"Communications Ombudsman (iD Mobile) or CISAS (Vodafone, VOXI)",,,,,,own_review,2026-09-04,false,high,current,
carphone-warehouse-new-phone-contract-deals__free-upgrade-window,New Phone Contract,carphone-warehouse-new-phone-contract-deals,Carphone Warehouse New Phone Contract Deals: The Real 24-Month Cost,https://compare100.com/carphone-warehouse-new-phone-contract-deals/,,Free upgrade window,Up to 75 days before the contract ends,75,,,,,own_review,2026-09-04,false,high,current,
carphone-warehouse-new-phone-contract-deals__handset-deals-listed,New Phone Contract,carphone-warehouse-new-phone-contract-deals,Carphone Warehouse New Phone Contract Deals: The Real 24-Month Cost,https://compare100.com/carphone-warehouse-new-phone-contract-deals/,,Handset deals listed,"131 — iD Mobile 100, Vodafone 31",,,,,,own_review,2026-09-04,false,high,current,
carphone-warehouse-new-phone-contract-deals__id-mobile-annual-increase,New Phone Contract,carphone-warehouse-new-phone-contract-deals,Carphone Warehouse New Phone Contract Deals: The Real 24-Month Cost,https://compare100.com/carphone-warehouse-new-phone-contract-deals/,,iD Mobile annual increase,£1.80 each April on phone contracts taken from 11 March 2026,,,,,,own_review,2026-09-04,false,high,current,
carphone-warehouse-new-phone-contract-deals__minimum-term,New Phone Contract,carphone-warehouse-new-phone-contract-deals,Carphone Warehouse New Phone Contract Deals: The Real 24-Month Cost,https://compare100.com/carphone-warehouse-new-phone-contract-deals/,,Minimum term,24 months on every handset deal listed,24,,,,,own_review,2026-09-04,false,high,current,
carphone-warehouse-new-phone-contract-deals__price-at-end-of-that-contract,New Phone Contract,carphone-warehouse-new-phone-contract-deals,Carphone Warehouse New Phone Contract Deals: The Real 24-Month Cost,https://compare100.com/carphone-warehouse-new-phone-contract-deals/,,Price at end of that contract,"£15.59 a month, after two April increases",15.59,,,GBP,,own_review,2026-09-04,false,high,current,
carphone-warehouse-new-phone-contract-deals__retailer,New Phone Contract,carphone-warehouse-new-phone-contract-deals,Carphone Warehouse New Phone Contract Deals: The Real 24-Month Cost,https://compare100.com/carphone-warehouse-new-phone-contract-deals/,,Retailer,"Currys Retail Limited, company 02142673",02142673,,,,,own_review,2026-09-04,false,high,current,
carphone-warehouse-new-phone-contract-deals__sim-only-from,New Phone Contract,carphone-warehouse-new-phone-contract-deals,Carphone Warehouse New Phone Contract Deals: The Real 24-Month Cost,https://compare100.com/carphone-warehouse-new-phone-contract-deals/,,SIM-only from,"£6.00 a month, 10GB, one-month rolling",,,,,,own_review,2026-09-04,false,high,current,
carphone-warehouse-new-phone-contract-deals__trade-in,New Phone Contract,carphone-warehouse-new-phone-contract-deals,Carphone Warehouse New Phone Contract Deals: The Real 24-Month Cost,https://compare100.com/carphone-warehouse-new-phone-contract-deals/,,Trade-in,Up to £200 against a Galaxy S26 FE; quote valid 21 calendar days,,,,,,own_review,2026-09-04,false,high,current,
carphone-warehouse-new-phone-contract-deals__vodafone-annual-increase,New Phone Contract,carphone-warehouse-new-phone-contract-deals,Carphone Warehouse New Phone Contract Deals: The Real 24-Month Cost,https://compare100.com/carphone-warehouse-new-phone-contract-deals/,,Vodafone annual increase,£2.50 each 1 April on airtime; device plans unaffected,,,,,,own_review,2026-09-04,false,high,current,
tesco-mobile-new-phone-contract__airtime-contract,New Phone Contract,tesco-mobile-new-phone-contract,Tesco Mobile Phone Contracts Reviewed,https://compare100.com/tesco-mobile-new-phone-contract/,,Airtime contract,"Rolling one month, changeable up or down once a month",,,,,,own_review,2026-09-10,false,high,current,
tesco-mobile-new-phone-contract__complaints,New Phone Contract,tesco-mobile-new-phone-contract,Tesco Mobile Phone Contracts Reviewed,https://compare100.com/tesco-mobile-new-phone-contract/,,Complaints,Communications Ombudsman after six weeks for airtime; Financial Ombudsman Service for the credit agreement,,,,,,own_review,2026-09-10,false,high,current,
tesco-mobile-new-phone-contract__cooling-off,New Phone Contract,tesco-mobile-new-phone-contract,Tesco Mobile Phone Contracts Reviewed,https://compare100.com/tesco-mobile-new-phone-contract/,,Cooling-off,14 working days from receipt of the SIM and handset,14,,,,,own_review,2026-09-10,false,high,current,
tesco-mobile-new-phone-contract__customers,New Phone Contract,tesco-mobile-new-phone-contract,Tesco Mobile Phone Contracts Reviewed,https://compare100.com/tesco-mobile-new-phone-contract/,,Customers,More than 6 million; 5.5 million quoted at the January 2024 renewal,,,,,,own_review,2026-09-10,false,high,current,
tesco-mobile-new-phone-contract__device-plan-terms,New Phone Contract,tesco-mobile-new-phone-contract,Tesco Mobile Phone Contracts Reviewed,https://compare100.com/tesco-mobile-new-phone-contract/,,Device plan terms,"12, 18, 24, 30 or 36 months, same handset total on each",,,,,,own_review,2026-09-10,false,high,current,
tesco-mobile-new-phone-contract__entry-prices,New Phone Contract,tesco-mobile-new-phone-contract,Tesco Mobile Phone Contracts Reviewed,https://compare100.com/tesco-mobile-new-phone-contract/,,Entry prices,Pay monthly from £7.50 a month; SIM only from £9,,,,,,own_review,2026-09-10,false,high,current,
tesco-mobile-new-phone-contract__legal-entity,New Phone Contract,tesco-mobile-new-phone-contract,Tesco Mobile Phone Contracts Reviewed,https://compare100.com/tesco-mobile-new-phone-contract/,,Legal entity,"Tesco Mobile Limited, company 04780736, incorporated 29 May 2003",,,,,,own_review,2026-09-10,false,high,current,
tesco-mobile-new-phone-contract__network,New Phone Contract,tesco-mobile-new-phone-contract,Tesco Mobile Phone Contracts Reviewed,https://compare100.com/tesco-mobile-new-phone-contract/,,Network,"O2, 99% UK population 4G coverage",,,,,,own_review,2026-09-10,false,high,current,
tesco-mobile-new-phone-contract__ownership,New Phone Contract,tesco-mobile-new-phone-contract,Tesco Mobile Phone Contracts Reviewed,https://compare100.com/tesco-mobile-new-phone-contract/,,Ownership,"50:50 joint venture, Tesco plc and Virgin Media O2, renewed for 10 years on 31 January 2024",,,,,,own_review,2026-09-10,false,high,current,
tesco-mobile-new-phone-contract__price-freeze,New Phone Contract,tesco-mobile-new-phone-contract,Tesco Mobile Phone Contracts Reviewed,https://compare100.com/tesco-mobile-new-phone-contract/,,Price freeze,"Clubcard Price deals only, for the minimum contract period",,,,,,own_review,2026-09-10,false,high,current,
tesco-mobile-new-phone-contract__roaming,New Phone Contract,tesco-mobile-new-phone-contract,Tesco Mobile Phone Contracts Reviewed,https://compare100.com/tesco-mobile-new-phone-contract/,,Roaming,"48 Home from Home destinations at no extra cost; 1p per MB in the USA, Canada, South Africa, Australia and New Zealand",,,,,,own_review,2026-09-10,false,high,current,
aviva-over-50s-insurance__age-to-apply,Over 50's Insurance,aviva-over-50s-insurance,Aviva Over 50s Life Insurance Review,https://compare100.com/aviva-over-50s-insurance/,,Age to apply,"50 to 80, UK residents",,,,,,own_review,2026-09-01,false,high,current,
aviva-over-50s-insurance__cash-in-value,Over 50's Insurance,aviva-over-50s-insurance,Aviva Over 50s Life Insurance Review,https://compare100.com/aviva-over-50s-insurance/,,Cash-in value,"None, at any time",,,,,,own_review,2026-09-01,false,high,current,
aviva-over-50s-insurance__cooling-off-period,Over 50's Insurance,aviva-over-50s-insurance,Aviva Over 50s Life Insurance Review,https://compare100.com/aviva-over-50s-insurance/,,Cooling-off period,"30 days, premiums refunded in full",30,,,,,own_review,2026-09-01,false,high,current,
aviva-over-50s-insurance__current-incentive,Over 50's Insurance,aviva-over-50s-insurance,Aviva Over 50s Life Insurance Review,https://compare100.com/aviva-over-50s-insurance/,,Current incentive,Amazon gift card £50 to £200 after six premiums,,,,,,own_review,2026-09-01,false,high,current,
aviva-over-50s-insurance__defaqto-rating,Over 50's Insurance,aviva-over-50s-insurance,Aviva Over 50s Life Insurance Review,https://compare100.com/aviva-over-50s-insurance/,,Defaqto rating,"5 Star, over 50s life assurance (undated on Aviva's page)",,,,,,own_review,2026-09-01,false,high,current,
aviva-over-50s-insurance__first-12-months,Over 50's Insurance,aviva-over-50s-insurance,Aviva Over 50s Life Insurance Review,https://compare100.com/aviva-over-50s-insurance/,,First 12 months,Accidental death pays the full amount; any other death refunds premiums only,,,,,,own_review,2026-09-01,false,high,current,
aviva-over-50s-insurance__insurer,Over 50's Insurance,aviva-over-50s-insurance,Aviva Over 50s Life Insurance Review,https://compare100.com/aviva-over-50s-insurance/,,Insurer,"Aviva Life & Pensions UK Limited, company 3253947, FRN 185896",,,,,,own_review,2026-09-01,false,high,current,
aviva-over-50s-insurance__monthly-premium,Over 50's Insurance,aviva-over-50s-insurance,Aviva Over 50s Life Insurance Review,https://compare100.com/aviva-over-50s-insurance/,,Monthly premium,"£5 to £100, fixed for life, £100 maximum across all policies",,,,,,own_review,2026-09-01,false,high,current,
aviva-over-50s-insurance__premiums-stop,Over 50's Insurance,aviva-over-50s-insurance,Aviva Over 50s Life Insurance Review,https://compare100.com/aviva-over-50s-insurance/,,Premiums stop,After 30 years or the anniversary after your 90th birthday,,,,,,own_review,2026-09-01,false,high,current,
aviva-over-50s-insurance__underwriting,Over 50's Insurance,aviva-over-50s-insurance,Aviva Over 50s Life Insurance Review,https://compare100.com/aviva-over-50s-insurance/,,Underwriting,"Guaranteed acceptance — no medical, no health questions",,,,,,own_review,2026-09-01,false,high,current,
british-seniors-over-50s-insurance__accidental-death,Over 50's Insurance,british-seniors-over-50s-insurance,British Seniors Over 50s Life Insurance Review,https://compare100.com/british-seniors-over-50s-insurance/,,Accidental death,"Two times the benefit amount, if death follows within 90 days of the accident",90,,,,,own_review,2026-09-14,false,high,current,
british-seniors-over-50s-insurance__age-to-apply,Over 50's Insurance,british-seniors-over-50s-insurance,British Seniors Over 50s Life Insurance Review,https://compare100.com/british-seniors-over-50s-insurance/,,Age to apply,"50 to 80, UK resident at the policy start date",,,,,,own_review,2026-09-14,false,high,current,
british-seniors-over-50s-insurance__benefit-amount,Over 50's Insurance,british-seniors-over-50s-insurance,British Seniors Over 50s Life Insurance Review,https://compare100.com/british-seniors-over-50s-insurance/,,Benefit amount,"£1,000 minimum; maximum £10,000 at 50 to 69, £9,000 at 70 to 74, £6,000 at 75 to 80",,,,,,own_review,2026-09-14,false,high,current,
british-seniors-over-50s-insurance__cash-in-value,Over 50's Insurance,british-seniors-over-50s-insurance,British Seniors Over 50s Life Insurance Review,https://compare100.com/british-seniors-over-50s-insurance/,,Cash-in value,"None, at any point",,,,,,own_review,2026-09-14,false,high,current,
british-seniors-over-50s-insurance__cheapest-advertised-premium,Over 50's Insurance,british-seniors-over-50s-insurance,British Seniors Over 50s Life Insurance Review,https://compare100.com/british-seniors-over-50s-insurance/,,Cheapest advertised premium,"£4.52 a month — £1,000 of cover, age 50, non-smoker",,,,,,own_review,2026-09-14,true,high,current,
british-seniors-over-50s-insurance__cheapest-advertised-premium,Over 50's Insurance,british-seniors-over-50s-insurance,British Seniors Over 50s Life Insurance Review,https://compare100.com/british-seniors-over-50s-insurance/,,Cheapest advertised premium,"£4.52 a month for £1,000 of cover, age 50, non-smoker",,,,,,own_review,2026-09-14,false,high,current,
british-seniors-over-50s-insurance__compensation,Over 50's Insurance,british-seniors-over-50s-insurance,British Seniors Over 50s Life Insurance Review,https://compare100.com/british-seniors-over-50s-insurance/,,Compensation,"FSCS would first look to move the policy to another insurer, preserving 100% of the benefits",100,,,,,own_review,2026-09-14,false,high,current,
british-seniors-over-50s-insurance__cooling-off-period,Over 50's Insurance,british-seniors-over-50s-insurance,British Seniors Over 50s Life Insurance Review,https://compare100.com/british-seniors-over-50s-insurance/,,Cooling-off period,"30 days from receiving the policy documents, premiums refunded in full",30,,,,,own_review,2026-09-14,false,high,current,
british-seniors-over-50s-insurance__first-12-months,Over 50's Insurance,british-seniors-over-50s-insurance,British Seniors Over 50s Life Insurance Review,https://compare100.com/british-seniors-over-50s-insurance/,,First 12 months,Non-accidental death returns the premiums paid; accidental death pays in full,,,,,,own_review,2026-09-14,false,high,current,
british-seniors-over-50s-insurance__increasing-benefit-option,Over 50's Insurance,british-seniors-over-50s-insurance,British Seniors Over 50s Life Insurance Review,https://compare100.com/british-seniors-over-50s-insurance/,,Increasing Benefit Option,Benefit rises 3% of the initial amount a year; premium rises 4.5% of the initial amount a year,,,,,,own_review,2026-09-14,false,high,current,
british-seniors-over-50s-insurance__insurer,Over 50's Insurance,british-seniors-over-50s-insurance,British Seniors Over 50s Life Insurance Review,https://compare100.com/british-seniors-over-50s-insurance/,,Insurer,"Aviva Life & Pensions UK Limited, company 3253947, firm reference 185896",,,,,,own_review,2026-09-14,false,high,current,
british-seniors-over-50s-insurance__key-facts-document,Over 50's Insurance,british-seniors-over-50s-insurance,British Seniors Over 50s Life Insurance Review,https://compare100.com/british-seniors-over-50s-insurance/,,Key facts document,BSIA KFO50 v4.2 LIVE JAN26,,,,,,own_review,2026-09-14,false,high,current,
british-seniors-over-50s-insurance__missed-payments,Over 50's Insurance,british-seniors-over-50s-insurance,British Seniors Over 50s Life Insurance Review,https://compare100.com/british-seniors-over-50s-insurance/,,Missed payments,Two consecutive missed premiums end the policy with no value,,,,,,own_review,2026-09-14,false,high,current,
british-seniors-over-50s-insurance__new-customer-offer,Over 50's Insurance,british-seniors-over-50s-insurance,British Seniors Over 50s Life Insurance Review,https://compare100.com/british-seniors-over-50s-insurance/,,New customer offer,"£135 gift card, £270 joint, after six premiums and once premiums paid exceed the card value",,,,,,own_review,2026-09-14,false,high,current,
british-seniors-over-50s-insurance__premiums-stop,Over 50's Insurance,british-seniors-over-50s-insurance,British Seniors Over 50s Life Insurance Review,https://compare100.com/british-seniors-over-50s-insurance/,,Premiums stop,At the policy anniversary on or following age 95,95,,,,,own_review,2026-09-14,false,high,current,
british-seniors-over-50s-insurance__seller,Over 50's Insurance,british-seniors-over-50s-insurance,British Seniors Over 50s Life Insurance Review,https://compare100.com/british-seniors-over-50s-insurance/,,Seller,"British Seniors Insurance Agency, a trading name of Neilson Financial Services Limited, company 07986483, firm reference 594926",,,,,,own_review,2026-09-14,false,high,current,
insurance2go-phone-insurance__accessories-limit,Phone Insurance,insurance2go-phone-insurance,Insurance2go Phone Insurance Review,https://compare100.com/insurance2go-phone-insurance/,,Accessories limit,£150 per claim,150,,,GBP,,own_review,2026-09-01,false,high,current,
insurance2go-phone-insurance__administrator-and-claims-handler,Phone Insurance,insurance2go-phone-insurance,Insurance2go Phone Insurance Review,https://compare100.com/insurance2go-phone-insurance/,,Administrator and claims handler,"Citymain Administrators Ltd (company 03979666), FRN 306535",,,,,,own_review,2026-09-01,false,high,current,
insurance2go-phone-insurance__brand-owner,Phone Insurance,insurance2go-phone-insurance,Insurance2go Phone Insurance Review,https://compare100.com/insurance2go-phone-insurance/,,Brand owner,"Loyal Insurance Services Ltd (company 05350177), FRN 430316",,,,,,own_review,2026-09-01,false,high,current,
insurance2go-phone-insurance__cheapest-phone-premium,Phone Insurance,insurance2go-phone-insurance,Insurance2go Phone Insurance Review,https://compare100.com/insurance2go-phone-insurance/,,Cheapest phone premium,"£1.99 a month on Essential, £3.49 on Full",,,,,,own_review,2026-09-01,false,high,current,
insurance2go-phone-insurance__claims-line,Phone Insurance,insurance2go-phone-insurance,Insurance2go Phone Insurance Review,https://compare100.com/insurance2go-phone-insurance/,,Claims line,"0333 999 7905, Monday to Saturday, 9am to 5.30pm",,,,,,own_review,2026-09-01,false,high,current,
insurance2go-phone-insurance__cooling-off-period,Phone Insurance,insurance2go-phone-insurance,Insurance2go Phone Insurance Review,https://compare100.com/insurance2go-phone-insurance/,,Cooling-off period,14 days with a full refund if no claim has been made,14,,,,,own_review,2026-09-01,false,high,current,
insurance2go-phone-insurance__e-wallet-protection,Phone Insurance,insurance2go-phone-insurance,Insurance2go Phone Insurance Review,https://compare100.com/insurance2go-phone-insurance/,,E-wallet protection,£100 per claim,100,,,GBP,,own_review,2026-09-01,false,high,current,
insurance2go-phone-insurance__early-excess,Phone Insurance,insurance2go-phone-insurance,Insurance2go Phone Insurance Review,https://compare100.com/insurance2go-phone-insurance/,,Early excess,Extra charge on any claim within 31 days of the policy starting or the device changing,31,,,,,own_review,2026-09-01,false,high,current,
insurance2go-phone-insurance__independent-rating-published,Phone Insurance,insurance2go-phone-insurance,Insurance2go Phone Insurance Review,https://compare100.com/insurance2go-phone-insurance/,,Independent rating published,"Defaqto 5 Star, dated 1 February 2019",,,,,,own_review,2026-09-01,false,high,current,
insurance2go-phone-insurance__insurer-on-the-current-gadget-wording,Phone Insurance,insurance2go-phone-insurance,Insurance2go Phone Insurance Review,https://compare100.com/insurance2go-phone-insurance/,,Insurer on the current gadget wording,"Collinson Insurance, a trading name of Astrenska Insurance Limited, FRN 202846",202846,,,,,own_review,2026-09-01,false,high,current,
insurance2go-phone-insurance__maximum-device-age-at-inception,Phone Insurance,insurance2go-phone-insurance,Insurance2go Phone Insurance Review,https://compare100.com/insurance2go-phone-insurance/,,Maximum device age at inception,"36 months, UK purchase only",36,,,,,own_review,2026-09-01,false,high,current,
insurance2go-phone-insurance__number-of-claims-allowed,Phone Insurance,insurance2go-phone-insurance,Insurance2go Phone Insurance Review,https://compare100.com/insurance2go-phone-insurance/,,Number of claims allowed,No limit stated while cover is in force,,,,,,own_review,2026-09-01,false,high,current,
insurance2go-phone-insurance__typical-excess,Phone Insurance,insurance2go-phone-insurance,Insurance2go Phone Insurance Review,https://compare100.com/insurance2go-phone-insurance/,,Typical excess,£50 to £150 by handset; the company quotes a range from about £25,,,,,,own_review,2026-09-01,false,high,current,
insurance2go-phone-insurance__unauthorised-usage,Phone Insurance,insurance2go-phone-insurance,Insurance2go Phone Insurance Review,https://compare100.com/insurance2go-phone-insurance/,,Unauthorised usage,"£1,000, within 24 hours of discovering the theft or loss",,,,,,own_review,2026-09-01,false,high,current,
protect-your-bubble-phone-insurance__cheapest-advertised-monthly-premium,Phone Insurance,protect-your-bubble-phone-insurance,"Protect Your Bubble Phone Insurance: The Price, The Excess and Who Actually Pays",https://compare100.com/protect-your-bubble-phone-insurance/,,Cheapest advertised monthly premium,"£5.99 a month — iPhone 17 256GB, damage and breakdown, after the 20% new-phone discount",,,,,,own_review,2026-09-13,true,high,current,
